0.43315,0.74535,0.93182
0.42167,0.76503,0.85015
0.40993,0.78569,0.78243
0.3982,0.80684,0.72737
0.38675,0.82796,0.68373
0.37583,0.84855,0.65024
0.36571,0.86811,0.62563
0.35665,0.88614,0.60864
0.34891,0.90214,0.59801
0.34275,0.9156,0.59247
0.33845,0.92603,0.59076
0.33625,0.93291,0.59162
0.33642,0.93575,0.59378
0.33923,0.93405,0.59598
0.34493,0.9273,0.59696
0.3538,0.91499,0.59545
0.36608,0.89664,0.59018
0.38205,0.87173,0.5799
0.40196,0.83976,0.56334
0.42608,0.80024,0.53924
0.45467,0.75265,0.50634
0.48772,0.69692,0.46416
0.52411,0.63466,0.41548
0.56248,0.5679,0.36384
0.60143,0.49867,0.3128
0.63958,0.429,0.26592
0.67555,0.36092,0.22676
0.70796,0.29648,0.19888
0.73542,0.23769,0.18582
0.75655,0.18659,0.19116
0.76998,0.14521,0.21844
0.77488,0.11522,0.2697
0.77279,0.096824,0.34084
0.7658,0.089848,0.42626
0.75601,0.094129,0.52033
0.7455,0.1095,0.61744
0.73639,0.1358,0.71198
0.73075,0.17287,0.79832
0.73069,0.22053,0.87086
0.73831,0.27862,0.92398
0.7557,0.34698,0.95205
0.78402,0.42478,0.95121
0.82069,0.50852,0.92456
0.86219,0.59405,0.87692
0.905,0.67722,0.81314
0.94561,0.75386,0.73805
0.98049,0.81982,0.65648
1,0.87094,0.57329
1,0.90308,0.49329
1,0.91207,0.42134
0.99239,0.89375,0.36226
0.94718,0.84582,0.31981
0.88297,0.77336,0.29339
0.80407,0.68329,0.28135
0.7148,0.58255,0.28199
0.61948,0.47805,0.29364
0.52241,0.37673,0.31464
0.42792,0.28552,0.3433
0.34033,0.21133,0.37796
0.26394,0.16111,0.41693
0.20307,0.14177,0.45855
0.16102,0.15792,0.50131
0.13699,0.2049,0.54445
0.12916,0.2757,0.58735
0.13572,0.36334,0.62942
0.15485,0.46082,0.67006
0.18473,0.56116,0.70867
0.22354,0.65736,0.74465
0.26947,0.74242,0.7774
0.3207,0.80936,0.80632
0.37542,0.85119,0.83081
0.43179,0.86303,0.85036
0.48798,0.84854,0.86482
0.54213,0.81349,0.87414
0.59239,0.76366,0.87826
0.63691,0.70481,0.87712
0.67385,0.64273,0.87068
0.70134,0.58319,0.85886
0.71754,0.53196,0.84163
0.7206,0.49482,0.81891
0.70867,0.47753,0.79067
0.6807,0.48415,0.75707
0.63887,0.51172,0.71933
0.58616,0.55558,0.67889
0.52557,0.61106,0.63717
0.46007,0.67347,0.59563
0.39265,0.73815,0.55571
0.3263,0.80041,0.51885
0.264,0.85559,0.48648
